uid,jobid,skill_match,experience_gap,location_match,education_match,job_type_match,mode_match,label,snapshot_at
7548,889246,53.34,5.18,0,1,0,1,0.3927,2025-05-28 13:54:56
8053,211091,76.5,0.37,1,0,1,1,0.7396,2025-08-18 13:54:56
2616,371307,50.54,5.31,1,1,1,1,0.7509,2025-06-25 13:54:56
9367,883133,40.61,2.24,1,0,1,0,0.5,2025-04-10 13:54:56
4622,567433,49.07,1.84,1,0,1,1,0.6776,2025-05-17 13:54:56
7409,585557,76.53,4.03,0,0,1,1,0.5662,2025-02-28 13:54:56
9200,258068,50.22,6.69,0,0,0,1,0.3393,2025-05-24 13:54:56
1403,606223,42.92,4.33,1,1,1,0,0.6185,2025-07-25 13:54:56
5841,536182,5.72,1.31,0,0,1,1,0.362,2025-07-30 13:54:56
2902,971700,46.79,1.53,1,1,1,0,0.7733,2025-07-15 13:54:56
6708,427041,32.26,3.69,1,0,0,1,0.5162,2025-05-25 13:54:56
8461,922367,43.1,0.33,0,1,1,1,0.6341,2025-06-29 13:54:56
9538,606385,53.42,1.85,1,1,0,1,0.6752,2025-05-23 13:54:56
8802,202366,70.04,4.65,0,0,1,0,0.4676,2025-04-30 13:54:56
8413,434401,33.18,1.09,1,1,0,1,0.5895,2025-08-03 13:54:56
5920,146854,67.6,1.17,1,1,1,0,0.7523,2025-07-22 13:54:56
1371,990430,57.01,3.38,1,1,1,1,0.7663,2025-05-25 13:54:56
2792,810033,41.18,5.09,0,0,1,1,0.3714,2025-07-09 13:54:56
4997,641059,54.31,2.77,0,0,1,0,0.4492,2025-07-07 13:54:56
3624,447068,93.9,1.36,1,0,1,0,0.8355,2025-03-30 13:54:56
7986,584499,76.45,5.64,1,1,1,0,0.733,2025-06-22 13:54:56
7637,760352,82.61,6.8,1,1,1,0,0.6514,2025-07-04 13:54:56
4054,771591,32.72,3.88,1,1,1,1,0.6549,2025-03-05 13:54:56
8081,514799,68.54,1.98,1,1,1,0,0.8494,2025-08-13 13:54:56
4233,571414,54.81,0.28,1,1,1,1,0.7532,2025-03-22 13:54:56
8038,507724,25.04,8.04,1,1,1,1,0.5888,2025-08-19 13:54:56
4520,315781,28.65,5.44,0,1,0,1,0.3434,2025-06-10 13:54:56
2026,705394,59.05,1.9,1,1,1,1,0.778,2025-07-25 13:54:56
9797,296042,47.43,1.07,0,1,1,1,0.6405,2025-05-19 13:54:56
6341,306648,25.38,1.1,0,1,0,0,0.3317,2025-04-25 13:54:56
2868,375098,42.74,2.12,1,0,1,1,0.6193,2025-03-02 13:54:56
9020,653350,64.65,8.53,0,0,0,0,0.3492,2025-03-10 13:54:56
6135,725970,27.91,2.81,0,1,1,0,0.4332,2025-05-13 13:54:56
7432,715520,13.58,0.04,0,0,0,1,0.285,2025-07-22 13:54:56
6701,469083,63.79,3.31,1,1,1,1,0.7207,2025-04-25 13:54:56
3827,953267,10.16,5.91,1,1,0,0,0.3787,2025-03-01 13:54:56
5874,744334,62.88,1.36,1,1,1,1,0.7397,2025-03-22 13:54:56
2389,804759,71.74,3.72,1,0,1,0,0.5712,2025-07-17 13:54:56
6132,223587,63.42,9.7,1,1,1,1,0.6266,2025-06-20 13:54:56
6004,222630,56.93,1.72,1,0,0,1,0.63,2025-07-05 13:54:56
7117,827121,51.57,3.44,1,1,0,0,0.5981,2025-07-15 13:54:56
9370,507334,56.97,3.76,1,1,1,1,0.8179,2025-05-05 13:54:56
3259,702728,43.76,0.72,0,0,1,0,0.5243,2025-05-14 13:54:56
7932,294777,46.38,4.38,1,0,1,1,0.6722,2025-04-18 13:54:56
9805,827118,73.15,0.16,0,0,1,1,0.689,2025-03-08 13:54:56
3839,681869,44.2,10.09,0,0,1,1,0.3154,2025-07-09 13:54:56
9023,402866,90.62,4.26,0,1,1,1,0.7276,2025-07-16 13:54:56
4066,429862,42.45,1.35,0,1,1,1,0.5762,2025-04-27 13:54:56
1879,476480,76.13,1.53,1,0,1,1,0.7859,2025-08-18 13:54:56
8940,243168,40.02,1.11,1,0,1,1,0.6572,2025-07-02 13:54:56
7291,688862,73.4,5.27,0,0,1,0,0.5085,2025-04-13 13:54:56
9110,529009,48.69,0.45,1,0,1,0,0.6933,2025-02-26 13:54:56
9057,535821,25.07,2.12,1,0,1,1,0.5303,2025-04-29 13:54:56
9007,275378,58.81,4.61,1,1,1,0,0.6044,2025-07-30 13:54:56
1506,934542,21.86,3.7,1,1,1,1,0.6217,2025-06-25 13:54:56
5786,134284,22.21,3.08,1,0,1,0,0.5611,2025-06-11 13:54:56
4684,663724,58.15,3.04,1,0,1,1,0.624,2025-06-08 13:54:56
3756,918666,73.16,9.42,0,1,1,0,0.4535,2025-04-25 13:54:56
9116,676430,36.47,3.72,0,0,1,1,0.4113,2025-04-12 13:54:56
2855,700535,43.53,2.84,1,0,1,1,0.6174,2025-07-22 13:54:56
5390,912765,42.02,2.56,0,1,1,1,0.5368,2025-04-03 13:54:56
7011,668374,44.84,9.0,1,1,1,0,0.6022,2025-08-10 13:54:56
8232,672893,13.03,1.21,1,1,0,0,0.4661,2025-06-26 13:54:56
7966,207392,22.96,4.56,1,0,1,0,0.4185,2025-03-06 13:54:56
5056,412171,29.44,4.09,1,1,1,1,0.5822,2025-08-12 13:54:56
8369,375582,63.0,2.68,1,1,1,1,0.7371,2025-05-23 13:54:56
2426,560399,92.37,0.83,0,1,0,0,0.7386,2025-07-21 13:54:56
4883,320074,19.16,2.08,0,1,1,1,0.4683,2025-03-23 13:54:56
6745,845280,46.93,1.17,1,1,1,1,0.7508,2025-03-17 13:54:56
8016,274045,27.11,4.41,1,1,1,1,0.7364,2025-03-16 13:54:56
3282,922975,23.58,6.45,1,0,1,0,0.3884,2025-06-29 13:54:56
4391,944566,7.74,0.0,1,1,1,1,0.6192,2025-08-05 13:54:56
6748,658137,53.4,2.68,1,1,1,1,0.7662,2025-06-10 13:54:56
9828,276557,16.5,1.92,1,0,1,1,0.4385,2025-05-30 13:54:56
5795,403388,60.72,0.17,1,1,0,0,0.6414,2025-03-27 13:54:56
5381,999696,77.23,0.71,1,1,1,1,0.8555,2025-04-11 13:54:56
2561,242176,40.25,0.24,1,1,1,1,0.7913,2025-05-07 13:54:56
1972,390795,86.67,0.54,0,0,1,1,0.5979,2025-03-06 13:54:56
3079,835500,31.35,0.44,1,0,1,1,0.578,2025-07-18 13:54:56
5091,253348,87.45,3.5,1,1,1,0,0.7946,2025-05-30 13:54:56
5056,898463,35.73,5.5,1,0,1,1,0.4938,2025-02-28 13:54:56
7435,613235,29.72,0.72,1,1,1,1,0.7274,2025-07-15 13:54:56
5403,758310,70.13,3.24,1,0,1,0,0.653,2025-05-06 13:54:56
7147,573948,48.07,4.01,1,0,0,0,0.435,2025-08-01 13:54:56
2526,522420,31.06,2.87,1,0,1,0,0.506,2025-04-11 13:54:56
5559,828450,54.29,2.82,0,0,1,0,0.4927,2025-05-18 13:54:56
8450,611752,82.22,2.92,1,1,1,0,0.8324,2025-05-29 13:54:56
1041,911740,36.81,1.18,0,0,0,0,0.2679,2025-07-28 13:54:56
8512,765679,58.55,0.53,0,1,1,1,0.6197,2025-03-03 13:54:56
6870,991402,30.7,0.41,1,1,0,1,0.5456,2025-08-04 13:54:56
9757,517036,10.48,2.16,1,1,0,0,0.5287,2025-06-26 13:54:56
8040,964916,68.51,3.81,0,0,1,1,0.5142,2025-06-27 13:54:56
9106,381582,62.05,0.41,1,0,1,0,0.7832,2025-05-30 13:54:56
5647,454162,50.19,10.01,0,1,1,0,0.3765,2025-04-02 13:54:56
3140,693644,52.6,0.61,0,1,0,1,0.5331,2025-04-18 13:54:56
6632,815708,60.12,3.0,1,1,1,0,0.7651,2025-08-08 13:54:56
1753,204412,67.02,2.05,0,1,1,0,0.55,2025-03-13 13:54:56
8530,117073,50.31,5.67,0,1,1,1,0.505,2025-07-20 13:54:56
3589,562722,88.44,4.0,1,0,0,1,0.7358,2025-04-26 13:54:56
1012,548581,77.36,1.9,1,1,1,1,0.9041,2025-06-30 13:54:56
3162,781572,47.05,11.24,0,0,1,1,0.3704,2025-06-04 13:54:56
3605,387331,81.82,1.7,1,1,0,1,0.866,2025-07-28 13:54:56
6906,362553,72.5,3.14,1,1,0,1,0.605,2025-07-30 13:54:56
7093,796788,49.73,0.43,0,1,1,1,0.5982,2025-03-07 13:54:56
3712,154303,4.8,4.06,1,1,1,1,0.5609,2025-05-11 13:54:56
6006,861254,82.48,0.04,1,0,1,0,0.7933,2025-02-22 13:54:56
4837,550082,5.39,1.95,0,1,1,1,0.4175,2025-03-06 13:54:56
2495,837881,71.72,4.05,0,1,1,1,0.657,2025-07-27 13:54:56
1018,323789,24.24,5.48,1,0,0,0,0.2968,2025-04-20 13:54:56
2277,239146,48.29,1.71,0,1,0,1,0.4688,2025-03-22 13:54:56
4706,644677,40.15,2.03,1,0,0,1,0.5332,2025-02-27 13:54:56
8292,109739,36.54,4.21,1,1,1,1,0.6649,2025-08-18 13:54:56
6630,956801,54.22,3.44,0,0,0,0,0.3055,2025-07-21 13:54:56
7920,827745,45.09,1.98,1,1,1,1,0.7272,2025-07-18 13:54:56
8827,174269,41.06,0.4,1,1,1,1,0.7296,2025-06-23 13:54:56
7277,193671,63.31,4.93,0,0,1,1,0.5854,2025-07-25 13:54:56
2691,428573,68.72,4.3,1,0,1,1,0.7465,2025-05-18 13:54:56
5903,243791,73.17,0.9,1,0,0,0,0.5617,2025-05-15 13:54:56
3182,772742,51.01,3.51,1,0,1,1,0.5684,2025-02-28 13:54:56
3341,171735,71.36,2.07,1,1,1,0,0.8224,2025-04-07 13:54:56
1139,739967,58.28,2.87,1,0,0,0,0.6137,2025-03-07 13:54:56
3689,561478,78.89,4.11,1,1,1,1,0.7934,2025-05-23 13:54:56
4491,758590,15.69,0.8,1,1,1,0,0.5345,2025-07-13 13:54:56
7746,746003,38.24,2.06,0,1,1,1,0.547,2025-02-26 13:54:56
8249,327798,64.41,1.26,1,1,1,1,0.8101,2025-07-29 13:54:56
2647,246815,68.59,7.0,1,0,0,0,0.4854,2025-07-20 13:54:56
7292,468612,27.63,5.64,1,1,1,1,0.4897,2025-05-03 13:54:56
6153,929505,52.1,1.92,1,1,1,1,0.7596,2025-07-16 13:54:56
5060,390422,73.15,4.02,1,0,1,0,0.7099,2025-03-08 13:54:56
2381,360222,52.6,2.36,1,1,0,1,0.6338,2025-04-01 13:54:56
5669,916809,57.71,0.75,0,1,1,0,0.6686,2025-02-25 13:54:56
1440,989080,82.33,1.03,1,1,1,0,0.8111,2025-03-05 13:54:56
5943,315426,40.96,0.37,0,1,1,1,0.6371,2025-04-10 13:54:56
9349,297811,81.35,0.36,1,1,1,1,0.8824,2025-05-12 13:54:56
5843,777559,91.56,4.34,1,1,1,0,0.8391,2025-08-07 13:54:56
4922,618928,36.13,0.45,1,0,0,1,0.5449,2025-05-14 13:54:56
2848,352793,8.04,6.5,1,1,1,0,0.385,2025-04-15 13:54:56
2164,653949,67.25,2.5,1,1,1,1,0.8604,2025-08-17 13:54:56
6917,431846,16.28,2.94,0,0,1,0,0.3115,2025-07-18 13:54:56
7338,979728,4.16,0.92,1,0,1,1,0.4941,2025-03-28 13:54:56
7896,483163,85.14,8.11,0,1,1,1,0.6588,2025-04-03 13:54:56
3831,899777,49.86,4.64,1,0,1,0,0.5021,2025-04-22 13:54:56
2196,117501,59.18,6.59,0,0,1,1,0.5002,2025-03-23 13:54:56
2107,114464,32.16,4.47,0,1,1,1,0.5337,2025-06-14 13:54:56
4535,141762,36.36,3.8,1,0,1,0,0.5292,2025-08-05 13:54:56
7521,631220,30.78,4.15,1,1,1,0,0.5497,2025-06-08 13:54:56
9210,904374,42.3,4.0,0,1,1,1,0.5101,2025-05-06 13:54:56
7940,835902,81.99,1.06,1,0,1,1,0.8017,2025-05-10 13:54:56
2351,771653,59.27,5.87,1,1,1,0,0.6569,2025-04-05 13:54:56
9809,745973,72.38,3.84,1,1,0,1,0.6884,2025-07-12 13:54:56
5547,187658,15.99,7.93,1,0,1,0,0.2815,2025-06-02 13:54:56
2295,636142,68.79,2.42,1,1,1,1,0.8331,2025-06-29 13:54:56
3546,662446,20.19,3.51,1,1,0,0,0.5486,2025-05-29 13:54:56
7402,714924,21.12,0.16,1,0,0,0,0.4358,2025-03-11 13:54:56
2084,425237,46.88,2.65,1,1,1,0,0.6039,2025-02-23 13:54:56
8168,865417,51.19,5.81,1,0,1,0,0.5475,2025-06-20 13:54:56
1949,356356,33.35,2.41,1,1,1,0,0.6221,2025-07-29 13:54:56
8119,221621,69.01,4.55,1,1,1,0,0.6811,2025-04-26 13:54:56
1902,424315,93.68,1.24,0,1,0,1,0.7636,2025-03-03 13:54:56
3878,225246,57.9,1.79,0,1,1,1,0.5496,2025-08-17 13:54:56
3249,835576,37.88,1.92,1,1,0,0,0.4642,2025-08-18 13:54:56
3685,620527,74.35,1.19,1,1,1,1,0.7996,2025-05-24 13:54:56
9569,642348,14.06,0.95,1,1,0,0,0.4604,2025-06-15 13:54:56
3736,489934,86.8,5.42,1,0,1,1,0.746,2025-07-19 13:54:56
5404,868539,66.62,3.18,1,1,1,1,0.7948,2025-07-21 13:54:56
1481,451285,38.11,2.06,0,1,1,1,0.5551,2025-05-03 13:54:56
5457,649301,21.48,6.56,1,1,1,1,0.6337,2025-08-04 13:54:56
5309,846926,42.97,2.22,0,1,1,1,0.5622,2025-03-26 13:54:56
2263,620249,61.65,0.28,1,1,1,1,0.8815,2025-04-26 13:54:56
9369,477618,19.51,1.72,1,1,1,1,0.6187,2025-08-06 13:54:56
9186,694424,39.34,6.17,0,1,1,0,0.4316,2025-07-09 13:54:56
7025,264952,81.73,4.02,0,1,1,0,0.6964,2025-06-16 13:54:56
2686,701791,81.73,2.31,0,1,1,1,0.7512,2025-03-01 13:54:56
2890,339500,51.19,0.71,1,0,0,1,0.5501,2025-04-12 13:54:56
1043,146178,72.53,0.72,1,1,1,1,0.8579,2025-08-17 13:54:56
5007,148216,63.87,1.88,1,0,1,1,0.776,2025-04-22 13:54:56
6964,501584,68.8,1.34,0,0,1,0,0.5256,2025-07-13 13:54:56
3933,999139,58.61,1.52,1,1,1,0,0.827,2025-08-11 13:54:56
7871,335422,38.01,3.35,1,1,1,1,0.755,2025-05-30 13:54:56
5068,536477,82.03,0.16,0,1,0,1,0.6213,2025-05-31 13:54:56
5445,966121,42.72,4.44,1,1,1,1,0.7534,2025-08-01 13:54:56
7109,225201,79.95,0.44,0,1,0,0,0.6276,2025-04-14 13:54:56
1863,288057,25.76,2.62,0,0,0,1,0.3784,2025-06-24 13:54:56
9451,148160,28.45,2.45,1,0,0,1,0.4847,2025-05-10 13:54:56
2130,587687,26.77,1.72,1,0,0,1,0.4926,2025-06-09 13:54:56
6091,443200,60.81,2.81,1,1,0,0,0.6405,2025-07-29 13:54:56
8484,108357,85.17,0.64,1,1,1,1,0.9621,2025-05-18 13:54:56
4288,405760,31.67,5.58,1,1,0,1,0.5806,2025-03-29 13:54:56
5980,875502,52.66,3.37,1,0,0,1,0.5348,2025-03-14 13:54:56
4975,586463,52.3,7.99,1,0,1,0,0.524,2025-05-18 13:54:56
9084,910144,73.63,4.53,1,0,1,0,0.6689,2025-07-01 13:54:56
9955,897424,62.41,4.37,1,1,0,0,0.6524,2025-06-19 13:54:56
3467,106688,46.17,3.48,1,1,0,1,0.6741,2025-05-08 13:54:56
1392,344316,19.69,5.75,0,0,0,0,0.1531,2025-04-04 13:54:56
6676,766834,56.41,5.32,1,1,1,1,0.723,2025-02-24 13:54:56
1158,451292,62.36,4.16,1,0,1,1,0.585,2025-08-20 13:54:56
7165,990248,28.06,3.6,1,0,1,0,0.5026,2025-06-03 13:54:56
2704,315162,52.72,2.99,0,0,1,1,0.4639,2025-04-07 13:54:56
4903,540209,35.33,1.94,1,1,1,1,0.8111,2025-04-17 13:54:56
1982,249290,57.09,4.98,0,0,1,0,0.3915,2025-06-10 13:54:56
2525,146033,25.87,2.87,1,0,0,0,0.4465,2025-06-22 13:54:56
9516,533122,75.33,6.92,0,1,1,0,0.5833,2025-02-22 13:54:56
7103,580729,33.1,1.03,1,1,0,1,0.6899,2025-07-30 13:54:56
2566,629980,71.25,6.34,1,1,1,0,0.7884,2025-07-17 13:54:56
7462,178466,27.98,4.18,0,1,1,0,0.4183,2025-03-22 13:54:56
2021,556113,92.2,1.92,1,0,0,1,0.6634,2025-03-04 13:54:56
3142,348274,38.97,5.78,1,1,1,1,0.6888,2025-06-07 13:54:56
5277,992248,52.49,0.4,1,0,1,0,0.7008,2025-06-01 13:54:56
7439,834765,37.31,0.38,1,0,1,0,0.5326,2025-05-29 13:54:56
6212,574752,11.51,6.06,1,0,1,0,0.4198,2025-06-12 13:54:56
4828,178316,56.89,0.62,1,0,1,1,0.7709,2025-06-30 13:54:56
3231,917824,85.2,9.31,1,0,0,0,0.5141,2025-03-24 13:54:56
2786,262960,59.26,4.48,1,1,1,0,0.7229,2025-07-24 13:54:56
3694,571405,39.43,4.79,0,0,1,0,0.3423,2025-04-23 13:54:56
6146,526260,57.29,4.98,0,0,0,0,0.2433,2025-07-21 13:54:56
9781,475692,29.4,3.95,0,1,1,0,0.4365,2025-06-28 13:54:56
8405,423285,71.96,3.85,1,1,1,1,0.7813,2025-04-24 13:54:56
5342,993893,51.63,5.81,1,0,0,1,0.4839,2025-07-21 13:54:56
2482,265272,68.41,2.27,1,1,1,1,0.7451,2025-02-26 13:54:56
5985,966530,64.8,3.41,0,1,1,1,0.6116,2025-02-21 13:54:56
1661,325466,44.74,2.99,1,1,1,0,0.6756,2025-05-29 13:54:56
3431,195644,71.68,3.14,0,0,1,1,0.569,2025-06-18 13:54:56
6829,515493,71.91,1.59,1,1,0,1,0.7869,2025-04-11 13:54:56
1803,810079,50.46,3.45,1,1,1,1,0.8012,2025-06-05 13:54:56
5263,959927,83.14,0.34,1,0,0,0,0.7149,2025-07-07 13:54:56
1510,524036,48.9,8.17,0,1,0,0,0.3328,2025-04-27 13:54:56
5094,199327,83.06,0.57,0,0,1,1,0.6345,2025-04-24 13:54:56
2670,942947,46.97,6.03,1,1,1,1,0.759,2025-07-16 13:54:56
2990,112538,42.31,1.6,1,1,1,1,0.7149,2025-08-05 13:54:56
4642,237065,86.47,1.76,0,0,0,1,0.5042,2025-07-01 13:54:56
7564,490322,62.12,5.22,0,1,1,1,0.6144,2025-02-26 13:54:56
2377,710611,44.74,3.88,1,0,1,1,0.6471,2025-03-23 13:54:56
5241,952228,42.24,4.02,1,0,0,1,0.5435,2025-08-01 13:54:56
1358,167604,68.87,2.27,0,1,1,0,0.6044,2025-07-01 13:54:56
8266,948612,61.35,6.65,1,0,1,1,0.6249,2025-07-19 13:54:56
2507,988433,39.71,2.66,1,0,1,1,0.637,2025-05-28 13:54:56
3008,144771,30.38,1.82,1,1,1,0,0.6676,2025-04-24 13:54:56
1830,276150,77.02,0.83,1,1,1,1,0.8074,2025-03-27 13:54:56
8097,961600,59.17,1.89,1,1,1,1,0.7908,2025-05-11 13:54:56
9129,130915,65.95,4.08,1,1,1,0,0.6128,2025-05-15 13:54:56
7991,281202,68.73,2.02,0,1,0,0,0.4987,2025-05-22 13:54:56
4518,296243,46.71,0.19,1,1,1,1,0.8591,2025-06-11 13:54:56
5586,567677,52.74,2.4,1,0,1,1,0.6375,2025-07-13 13:54:56
1568,743938,52.3,7.46,1,1,1,1,0.6304,2025-03-15 13:54:56
5027,778721,38.38,2.54,1,1,1,1,0.6423,2025-06-06 13:54:56
9174,532006,64.47,1.66,1,0,1,1,0.7544,2025-04-02 13:54:56
8849,163942,56.48,9.82,1,1,1,0,0.6099,2025-07-29 13:54:56
5584,501621,52.58,12.36,1,0,1,0,0.4533,2025-07-16 13:54:56
7869,309147,72.29,1.11,0,1,1,1,0.7882,2025-03-09 13:54:56
9615,361251,30.23,1.06,0,1,1,1,0.5673,2025-03-12 13:54:56
9908,933457,21.11,6.39,1,1,1,1,0.5389,2025-08-16 13:54:56
7267,919899,36.13,3.76,1,1,1,1,0.6929,2025-05-21 13:54:56
8860,670969,48.46,2.78,1,1,1,1,0.6765,2025-04-18 13:54:56
6637,693129,9.22,6.23,0,1,0,1,0.2307,2025-04-14 13:54:56
6270,507248,82.44,3.69,1,1,1,1,0.8936,2025-06-12 13:54:56
3947,127330,74.95,5.83,1,1,1,0,0.6247,2025-05-31 13:54:56
4589,130727,41.74,2.23,1,0,1,1,0.5903,2025-06-10 13:54:56
1960,947936,65.79,0.85,1,1,1,1,0.8194,2025-04-22 13:54:56
9675,474796,48.38,0.47,1,1,0,1,0.6943,2025-03-24 13:54:56
4814,267379,26.1,0.34,1,1,0,1,0.5434,2025-07-26 13:54:56
5061,788773,65.7,0.4,1,1,0,1,0.7957,2025-06-20 13:54:56
5367,659615,85.3,10.07,0,1,0,1,0.5078,2025-08-06 13:54:56
4595,703657,17.05,0.73,0,0,1,1,0.4161,2025-05-13 13:54:56
6814,979989,60.06,0.25,0,0,1,1,0.6254,2025-07-07 13:54:56
3886,348042,50.44,6.48,1,1,1,0,0.6285,2025-03-22 13:54:56
6211,945373,8.8,1.51,1,1,0,1,0.541,2025-02-23 13:54:56
6879,720299,40.17,2.41,0,1,1,1,0.6256,2025-08-13 13:54:56
6762,695226,32.36,2.31,1,1,1,1,0.7203,2025-03-29 13:54:56
3329,690463,95.16,0.43,1,0,1,0,0.8034,2025-07-03 13:54:56
9065,668459,22.35,0.24,1,1,1,0,0.651,2025-06-02 13:54:56
3877,614260,7.19,2.55,1,0,1,0,0.4095,2025-08-11 13:54:56
2479,158897,34.17,6.05,1,1,1,1,0.6411,2025-06-22 13:54:56
4585,120897,16.74,0.99,0,0,0,1,0.2465,2025-04-08 13:54:56
8832,100717,49.59,2.48,1,1,1,0,0.7762,2025-05-28 13:54:56
4301,945620,69.91,5.92,0,1,0,1,0.5259,2025-07-18 13:54:56
6583,851764,13.53,1.42,1,1,1,1,0.5606,2025-07-06 13:54:56
6302,162449,30.98,5.31,1,0,1,1,0.5081,2025-08-15 13:54:56
3421,715105,18.23,1.18,0,1,0,0,0.3561,2025-02-21 13:54:56
3321,911983,54.28,3.4,1,1,1,0,0.6164,2025-07-23 13:54:56
9623,482615,20.83,3.74,1,1,1,0,0.5706,2025-08-02 13:54:56
7121,838762,36.13,2.52,1,0,0,1,0.4399,2025-03-04 13:54:56
7482,714484,51.91,1.79,0,0,0,1,0.4183,2025-07-26 13:54:56
6515,416424,61.14,0.91,1,0,1,1,0.738,2025-05-30 13:54:56
3236,265155,7.45,6.47,1,0,1,1,0.3728,2025-05-01 13:54:56
8983,780715,49.33,2.72,1,0,1,1,0.6149,2025-05-31 13:54:56
3855,841536,61.46,1.65,1,1,1,1,0.8913,2025-03-30 13:54:56
6847,334082,40.57,4.67,0,0,1,0,0.4308,2025-03-03 13:54:56
3873,496765,74.71,0.85,0,1,1,0,0.651,2025-06-03 13:54:56
5826,233535,43.23,8.13,0,1,1,1,0.4656,2025-07-06 13:54:56
1030,836110,53.5,5.6,1,0,1,1,0.5365,2025-03-27 13:54:56
7416,992084,62.43,1.79,1,0,0,1,0.6653,2025-03-28 13:54:56
1531,290927,35.2,2.3,1,1,0,1,0.4836,2025-03-19 13:54:56
6214,948096,77.43,1.43,0,0,0,0,0.4048,2025-03-17 13:54:56
4620,770719,67.92,1.51,1,1,0,0,0.6956,2025-03-29 13:54:56
2706,620288,61.5,0.24,0,0,1,0,0.5273,2025-07-15 13:54:56
6426,881550,7.87,4.31,1,1,1,1,0.4965,2025-08-01 13:54:56
4900,463657,36.66,2.1,1,0,1,1,0.5689,2025-05-31 13:54:56
3751,767091,69.58,2.9,1,0,1,1,0.6897,2025-07-29 13:54:56
6501,568326,55.25,1.3,0,1,1,0,0.6403,2025-08-18 13:54:56
5346,319870,37.7,4.88,1,1,1,1,0.6247,2025-06-18 13:54:56
2111,467507,53.05,4.86,1,0,1,1,0.6379,2025-06-16 13:54:56
2771,855409,86.12,6.32,1,1,1,0,0.6404,2025-08-20 13:54:56
1789,504685,65.13,0.0,1,1,1,0,0.8638,2025-04-30 13:54:56
7876,274419,31.98,2.73,0,1,1,1,0.6005,2025-05-07 13:54:56
9079,497109,83.26,0.4,0,0,1,1,0.6345,2025-05-23 13:54:56
9947,493581,81.94,1.49,1,1,1,1,0.8838,2025-07-26 13:54:56
8856,927044,36.34,10.14,1,0,0,1,0.431,2025-03-26 13:54:56
4696,270558,62.45,3.85,1,1,0,1,0.6137,2025-04-27 13:54:56
2208,938017,94.19,2.55,1,1,0,0,0.7848,2025-08-12 13:54:56
5832,121054,25.52,2.56,0,1,1,1,0.4749,2025-05-31 13:54:56
5279,209813,29.21,5.4,1,1,1,0,0.5834,2025-08-02 13:54:56
6601,278369,80.22,6.42,1,1,1,1,0.7569,2025-05-16 13:54:56
3637,867542,58.0,2.21,1,1,1,1,0.8284,2025-08-01 13:54:56
9963,197628,74.68,5.75,1,0,1,1,0.6508,2025-05-26 13:54:56
8910,838727,44.48,0.69,1,1,1,0,0.7251,2025-08-13 13:54:56
8067,785387,62.96,3.99,1,1,0,1,0.7462,2025-07-09 13:54:56
8114,264736,84.46,2.47,0,1,1,1,0.7605,2025-08-07 13:54:56
2660,447178,68.39,0.08,1,0,1,0,0.7191,2025-06-29 13:54:56
4113,529162,54.46,4.26,0,1,1,1,0.517,2025-02-23 13:54:56
9850,378151,80.23,2.41,1,0,0,0,0.5769,2025-03-04 13:54:56
5613,411848,29.41,3.89,1,1,0,1,0.4814,2025-06-21 13:54:56
2572,152047,45.48,1.51,0,1,1,1,0.6376,2025-05-12 13:54:56
9044,261051,51.51,3.36,0,1,1,1,0.5736,2025-08-07 13:54:56
6912,104001,77.37,0.63,1,0,1,0,0.7654,2025-05-03 13:54:56
2436,408858,18.42,3.6,1,0,1,1,0.5818,2025-03-04 13:54:56
8870,309375,67.73,6.03,0,1,1,1,0.544,2025-07-27 13:54:56
1422,317006,33.42,3.21,1,1,1,0,0.6224,2025-07-08 13:54:56
5782,185917,46.98,3.61,1,0,1,1,0.5886,2025-04-21 13:54:56
2893,423332,59.04,1.68,0,1,1,0,0.5791,2025-05-11 13:54:56
8716,612856,60.77,5.72,1,1,1,0,0.7061,2025-03-04 13:54:56
5342,195564,83.56,2.55,1,1,0,1,0.8086,2025-03-09 13:54:56
9915,506352,14.26,4.26,0,0,1,1,0.3332,2025-07-04 13:54:56
7079,499975,10.88,1.2,0,0,1,1,0.3184,2025-05-18 13:54:56
4057,567430,57.06,3.84,1,1,0,0,0.617,2025-08-09 13:54:56
5314,561102,71.48,2.28,1,1,1,0,0.7963,2025-04-23 13:54:56
5316,337233,58.38,5.26,1,0,1,1,0.6159,2025-06-13 13:54:56
2010,258472,27.03,1.39,1,1,1,0,0.6732,2025-02-23 13:54:56
2585,189871,85.71,4.64,1,1,1,0,0.791,2025-03-02 13:54:56
6633,947439,73.88,2.94,0,0,0,1,0.4422,2025-04-04 13:54:56
7783,893203,37.17,5.58,0,0,1,1,0.4426,2025-03-23 13:54:56
4728,680494,63.29,4.32,1,0,1,0,0.5717,2025-08-05 13:54:56
7343,958161,27.74,7.31,1,0,1,0,0.4388,2025-04-09 13:54:56
7859,661528,57.56,2.27,1,0,0,1,0.6414,2025-02-26 13:54:56
8780,700535,43.29,3.82,1,1,1,1,0.6014,2025-06-21 13:54:56
8804,413370,9.96,4.97,1,1,1,1,0.5319,2025-07-31 13:54:56
7469,995421,36.91,2.29,0,1,1,1,0.5975,2025-08-12 13:54:56
9227,698968,38.1,3.92,0,0,0,1,0.3641,2025-04-10 13:54:56
3416,226125,27.71,2.36,1,0,0,1,0.5384,2025-04-28 13:54:56
3833,275285,39.77,2.64,0,1,1,0,0.4771,2025-06-27 13:54:56
